,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,MEMBER-SINCE,SEX,OCCUPATION-CODE,BLACK-LIST-CODE,BLACK-LIST-DATE,SPENDING-LIMIT,AVG-PAYMENTS,AVG-BALANCES,LAST-TRX-DATE,PY-AMT-CASH,YTD-AMT-CASH,YTD-MAX-BUCKET,PY-MAX-BUCKET,ACCOUNT-STATUS,CURRENT-BALANCE,BRANCH-CODE,AGE,AUTOMATIC-REPAYMENT,TARGET
3516,3516,3516,3516,01/10/2000,0,0,0,0,1000000.0,14545.0,998764,1,1000000,0,0,0,95.0,942907.0,566,42.0,0,0
3517,3517,3517,3517,01/10/2000,0,0,0,0,600000.0,15364.0,567336,1,600000,0,0,0,95.0,501765.0,765,42.0,0,0
3518,3518,3518,3518,01/10/2000,1,0,0,0,1000000.0,15455.0,993588,1,1000000,0,0,0,95.0,932970.0,569,41.0,0,0
3519,3519,3519,3519,01/10/2000,1,0,1,14/08/2001,500000.0,51657.0,435603,1,500000,0,5,2,21.0,244.0,267,50.0,0,1
3520,3520,3520,3520,01/10/2000,1,0,0,0,500000.0,10636.0,487839,1,500000,0,3,0,95.0,443582.0,865,40.0,0,1
3521,3521,3521,3521,01/10/2000,0,0,0,0,1000000.0,21636.0,986473,1,1000000,0,3,0,95.0,885034.0,65,25.0,1,1
3522,3522,3522,3522,01/10/2000,1,0,0,0,1000000.0,18182.0,962242,1,1000000,0,0,0,95.0,898627.0,65,59.0,0,0
3523,3523,3523,3523,01/10/2000,1,0,1,18/07/2001,1000000.0,13373.0,829388,1,1000000,0,3,0,95.0,906618.0,867,49.0,1,1
3524,3524,3524,3524,01/10/2000,1,0,0,0,1000000.0,10736.0,927430,1,999000,0,2,0,95.0,999197.0,874,50.0,1,1
3525,3525,3525,3525,01/10/2000,1,0,0,0,1000000.0,12636.0,477901,1,500000,0,4,0,95.0,423854.0,874,56.0,1,1
3526,3526,3526,3526,01/10/2000,1,0,0,0,1000000.0,14026.0,1015824,1,1000000,0,4,0,95.0,877980.0,874,40.0,1,1
3527,3527,3527,3527,01/10/2000,0,0,0,0,1000000.0,13182.0,1005362,1,1000000,0,0,0,95.0,979518.0,874,56.0,1,0
3528,3528,3528,3528,01/10/2000,0,0,0,0,1000000.0,19091.0,977657,1,1000000,0,0,0,95.0,886000.0,873,42.0,0,0
3529,3529,3529,3529,01/10/2000,1,0,0,0,1000000.0,27554.0,719032,1,800000,0,2,0,95.0,537066.0,567,49.0,1,1
3530,3530,3530,3530,01/10/2000,0,0,0,0,1000000.0,14555.0,1029696,1,1000000,0,4,0,95.0,976744.0,668,45.0,1,1
3531,3531,3531,3531,01/10/2000,0,0,0,0,1000000.0,12727.0,1008216,1,1000000,0,2,0,95.0,944881.0,866,29.0,0,1
3532,3532,3532,3532,01/10/2000,1,0,0,0,1000000.0,14545.0,1001150,1,1000000,0,0,0,95.0,963972.0,866,51.0,0,0
3533,3533,3533,3533,01/10/2000,0,0,0,0,1000000.0,15635.0,1016841,1,1000000,0,4,0,95.0,955071.0,866,48.0,1,1
3534,3534,3534,3534,01/10/2000,1,0,0,0,1000000.0,10455.0,1019700,1,1000000,0,3,0,95.0,1010653.0,866,43.0,0,1
3535,3535,3535,3535,01/10/2000,1,0,0,0,1000000.0,102727.0,826750,1,1000000,950000,4,0,95.0,932237.0,765,48.0,0,1
3536,3536,3536,3536,01/10/2000,1,0,0,0,1000000.0,14500.0,901854,1,1000000,0,0,0,95.0,956272.0,765,55.0,0,0
3537,3537,3537,3537,01/10/2000,0,0,0,0,1000000.0,14318.0,1002242,1,1000000,0,0,0,95.0,947120.0,567,31.0,1,0
3538,3538,3538,3538,01/10/2000,0,0,0,0,1000000.0,24545.0,939277,1,1000000,0,0,0,95.0,816043.0,766,60.0,0,0
3539,3539,3539,3539,01/10/2000,1,0,0,0,1000000.0,33636.0,920446,1,1000000,0,0,0,95.0,694657.0,566,34.0,0,0
3540,3540,3540,3540,01/10/2000,0,0,0,0,1000000.0,10818.0,935093,1,1000000,0,4,0,95.0,1010749.0,566,36.0,0,1
3541,3541,3541,3541,01/10/2000,1,0,0,0,1000000.0,14182.0,792094,1,500000,490000,0,0,95.0,933400.0,565,45.0,1,0
3542,3542,3542,3542,01/10/2000,1,0,0,0,1000000.0,12727.0,1001559,1,1000000,0,0,0,95.0,944146.0,66,24.0,0,0
3543,3543,3543,3543,01/10/2000,1,0,0,0,1000000.0,14455.0,1000840,1,1000000,0,0,0,95.0,944044.0,66,80.0,0,0
3544,3544,3544,3544,01/10/2000,1,0,0,0,1000000.0,21818.0,838839,1,900000,0,5,0,95.0,771828.0,66,38.0,0,1
3545,3545,3545,3545,01/10/2000,1,0,0,0,1000000.0,14509.0,1000625,1,1000000,0,0,0,95.0,964070.0,69,42.0,1,0
3546,3546,3546,3546,01/10/2000,1,0,0,0,1000000.0,21818.0,378426,1,200000,650000,0,0,95.0,766473.0,69,36.0,0,0
3547,3547,3547,3547,01/10/2000,1,0,1,29/01/2001,500000.0,25253.0,0,0,0,0,0,0,95.0,906618.0,69,34.0,1,0
3548,3548,3548,3548,01/10/2000,1,0,0,0,1000000.0,14364.0,910171,1,1000000,0,0,0,95.0,964944.0,868,65.0,0,0
3549,3549,3549,3549,01/10/2000,1,0,0,0,1000000.0,14182.0,1000557,1,1000000,0,0,0,95.0,967375.0,366,63.0,1,0
3550,3550,3550,3550,01/10/2000,0,0,0,0,1000000.0,31818.0,768943,1,1000000,0,2,0,95.0,704303.0,169,37.0,0,1
3551,3551,3551,3551,01/10/2000,1,0,0,0,700000.0,13162.0,685606,1,700000,0,2,0,95.0,620538.0,168,45.0,1,1
3552,3552,3552,3552,01/10/2000,1,0,0,0,600000.0,54545.0,469257,1,600000,0,0,0,95.0,41876.0,667,37.0,0,0
3553,3553,3553,3553,01/10/2000,1,0,0,0,1000000.0,14455.0,999954,1,1000000,0,0,0,95.0,944499.0,265,50.0,0,0
3554,3554,3554,3554,01/10/2000,1,0,0,0,1000000.0,16470.0,894532,1,1000000,0,0,0,95.0,919171.0,469,37.0,1,0
3555,3555,3555,3555,01/10/2000,0,0,0,0,1000000.0,14365.0,912432,1,1000000,0,0,0,95.0,963809.0,268,45.0,1,0
3556,3556,3556,3556,01/10/2000,1,0,0,0,1000000.0,14545.0,998751,1,1000000,0,0,0,95.0,942902.0,569,62.0,0,0
3557,3557,3557,3557,01/10/2000,0,0,0,0,1000000.0,14545.0,907416,1,1000000,0,0,0,95.0,962589.0,765,39.0,0,0
3558,3558,3558,3558,01/10/2000,1,0,0,0,1000000.0,14570.0,1002589,1,1000000,0,0,0,95.0,963418.0,369,62.0,1,0
3559,3559,3559,3559,01/10/2000,1,0,0,0,1000000.0,14455.0,999628,1,1000000,0,0,0,95.0,944393.0,667,55.0,0,0
3560,3560,3560,3560,01/10/2000,1,0,0,0,1000000.0,11818.0,935553,1,1000000,0,3,0,95.0,948430.0,569,34.0,0,1
3561,3561,3561,3561,01/10/2000,1,0,0,0,1000000.0,5455.0,935629,1,1000000,0,5,0,95.0,1067996.0,69,41.0,0,1
3562,3562,3562,3562,01/10/2000,1,0,0,0,1000000.0,12682.0,909250,1,1000000,0,0,0,95.0,982912.0,266,49.0,0,0
3563,3563,3563,3563,01/10/2000,1,0,0,0,1000000.0,22727.0,847868,1,1000000,0,0,0,95.0,810118.0,69,51.0,0,0
3564,3564,3564,3564,01/10/2000,1,0,0,0,1000000.0,14318.0,965812,1,1000000,0,2,0,95.0,967162.0,569,39.0,0,1
3565,3565,3565,3565,01/10/2000,1,0,0,0,1000000.0,14182.0,1006110,1,1000000,0,0,0,95.0,968613.0,168,33.0,1,0
3566,3566,3566,3566,01/10/2000,1,0,0,0,1000000.0,10864.0,1035092,1,1000000,0,5,0,95.0,1015367.0,65,32.0,1,1
3567,3567,3567,3567,01/10/2000,1,0,0,0,1000000.0,14409.0,908214,1,1000000,0,0,0,95.0,964009.0,169,46.0,0,0
3568,3568,3568,3568,01/10/2000,0,0,0,0,1000000.0,14182.0,909192,1,1000000,0,0,0,95.0,966894.0,366,36.0,1,0
3569,3569,3569,3569,01/10/2000,0,0,0,0,1000000.0,14500.0,907309,1,1000000,0,0,0,95.0,942399.0,69,55.0,0,0
3570,3570,3570,3570,01/10/2000,0,0,0,0,1000000.0,14182.0,909876,1,1000000,0,0,0,95.0,965899.0,469,41.0,0,0
3571,3571,3571,3571,01/10/2000,1,0,0,0,1000000.0,19091.0,957157,1,1000000,0,0,0,95.0,888192.0,868,30.0,0,0
3572,3572,3572,3572,01/10/2000,1,0,0,0,1000000.0,15409.0,995353,1,1000000,0,0,0,95.0,953375.0,868,41.0,0,0
3573,3573,3573,3573,01/10/2000,1,0,0,0,1000000.0,14500.0,998891,1,1000000,0,0,0,95.0,943128.0,265,69.0,0,0
3574,3574,3574,3574,01/10/2000,1,0,0,0,1000000.0,14182.0,903370,1,1000000,0,0,0,95.0,960158.0,467,41.0,1,0
3575,3575,3575,3575,01/10/2000,1,0,0,0,1000000.0,14182.0,817422,1,1000000,0,0,0,95.0,967368.0,565,47.0,1,0
3576,3576,3576,3576,01/10/2000,1,0,1,10/09/2001,1000000.0,25253.0,0,0,0,0,0,0,95.0,906618.0,467,49.0,0,0
3577,3577,3577,3577,01/10/2000,1,0,0,0,1000000.0,1727.0,961939,1,1000000,0,7,0,95.0,1116402.0,467,55.0,1,1
3578,3578,3578,3578,01/10/2000,0,0,0,0,1000000.0,14318.0,1005024,1,1000000,0,2,0,95.0,966232.0,667,57.0,0,1
3579,3579,3579,3579,01/10/2000,1,0,0,0,1000000.0,25455.0,870693,1,1000000,0,2,0,95.0,837137.0,767,52.0,0,1
3580,3580,3580,3580,01/10/2000,1,0,0,0,1000000.0,14409.0,907131,1,1000000,0,0,0,95.0,942712.0,469,39.0,0,0
3581,3581,3581,3581,01/10/2000,0,0,0,0,1000000.0,95622.0,370446,1,1000000,0,0,0,95.0,906618.0,266,36.0,0,0
3582,3582,3582,3582,01/10/2000,1,0,0,0,1000000.0,22727.0,621613,1,500000,600000,2,0,95.0,875376.0,66,53.0,0,1
3583,3583,3583,3583,01/10/2000,1,0,0,0,1000000.0,7273.0,973222,1,990000,0,4,0,95.0,1043185.0,66,34.0,0,1
3584,3584,3584,3584,01/10/2000,1,0,0,0,1000000.0,98500.0,628437,1,985000,0,0,0,95.0,906618.0,468,54.0,0,0
3585,3585,3585,3585,01/10/2000,1,0,0,0,1000000.0,22727.0,849945,1,1000000,0,0,0,95.0,812520.0,69,47.0,0,0
3586,3586,3586,3586,01/10/2000,0,0,0,0,1000000.0,21818.0,869122,1,1000000,0,0,0,95.0,873725.0,569,39.0,0,0
3587,3587,3587,3587,01/10/2000,1,0,0,0,1000000.0,14182.0,1002070,1,1000000,0,0,0,95.0,968019.0,168,72.0,1,0
3588,3588,3588,3588,01/10/2000,1,0,0,0,1000000.0,7384.0,925933,1,1000000,0,4,0,95.0,841362.0,866,46.0,1,1
3589,3589,3589,3589,01/10/2000,1,0,0,0,500000.0,48545.0,226673,1,500000,0,0,0,95.0,906618.0,866,38.0,0,0
3590,3590,3590,3590,01/10/2000,1,0,0,0,1000000.0,16636.0,991320,1,1000000,0,0,0,95.0,919857.0,168,42.0,1,0
3591,3591,3591,3591,01/10/2000,1,0,0,0,1000000.0,29545.0,891524,1,1000000,0,0,0,95.0,995022.0,667,32.0,0,0
3592,3592,3592,3592,01/10/2000,1,0,0,0,1000000.0,20909.0,873878,1,1000000,0,0,0,95.0,889190.0,569,34.0,0,0
3593,3593,3593,3593,01/10/2000,0,0,0,0,500000.0,48265.0,201167,1,500000,0,2,0,95.0,906618.0,468,46.0,0,1
3594,3594,3594,3594,01/10/2000,1,0,0,0,1000000.0,11452.0,1005951,1,1000000,0,2,0,95.0,998408.0,65,42.0,1,1
3595,3595,3595,3595,01/10/2000,1,0,0,0,1000000.0,14182.0,787634,1,800000,0,0,0,95.0,991661.0,65,60.0,1,0
3596,3596,3596,3596,01/10/2000,1,0,0,0,700000.0,14182.0,610846,1,700000,0,0,0,95.0,621147.0,565,60.0,1,0
3597,3597,3597,3597,01/10/2000,1,0,0,0,1000000.0,186364.0,792294,1,1950000,800000,2,0,95.0,747776.0,365,73.0,0,1
3598,3598,3598,3598,01/10/2000,1,0,0,0,1000000.0,14227.0,907610,1,1000000,0,0,0,95.0,944865.0,465,59.0,0,0
3599,3599,3599,3599,01/10/2000,1,0,0,0,1000000.0,15932.0,908194,1,1000000,0,2,0,95.0,945949.0,667,44.0,1,1
3600,3600,3600,3600,01/10/2000,1,0,0,0,1000000.0,114500.0,812701,1,1000000,1100000,4,0,95.0,952476.0,566,50.0,0,1
3601,3601,3601,3601,01/10/2000,0,0,0,0,1000000.0,14182.0,1000557,1,1000000,0,0,0,95.0,967375.0,668,36.0,1,0
3602,3602,3602,3602,01/10/2000,1,0,0,0,1000000.0,14409.0,911504,1,1000000,0,0,0,95.0,944626.0,566,54.0,0,0
3603,3603,3603,3603,01/10/2000,1,0,0,0,1000000.0,14182.0,911527,1,1000000,0,0,0,95.0,965949.0,767,37.0,1,0
3604,3604,3604,3604,01/10/2000,1,0,0,0,1000000.0,10909.0,925434,1,1000000,0,3,0,95.0,903586.0,265,52.0,0,1
3605,3605,3605,3605,01/10/2000,1,0,0,0,1000000.0,16818.0,891438,1,1000000,0,0,0,95.0,935875.0,667,34.0,0,0
3606,3606,3606,3606,01/10/2000,1,0,0,0,500000.0,42682.0,269699,1,370000,430000,0,0,95.0,366094.0,667,33.0,0,0
3607,3607,3607,3607,01/10/2000,1,0,0,0,1000000.0,8955.0,832784,1,800000,200000,4,0,95.0,911288.0,167,36.0,1,1
3608,3608,3608,3608,01/10/2000,0,0,0,0,1000000.0,14409.0,908215,1,1000000,0,0,0,95.0,944122.0,566,37.0,0,0
3609,3609,3609,3609,01/10/2000,1,0,0,0,1000000.0,14318.0,908105,1,1000000,0,0,0,95.0,945614.0,566,37.0,0,0
3610,3610,3610,3610,01/10/2000,1,0,0,0,1000000.0,93714.0,186509,1,1000000,0,0,0,95.0,1000000.0,567,45.0,1,0
3611,3611,3611,3611,01/10/2000,1,0,0,0,500000.0,38127.0,116184,1,400000,0,0,0,95.0,906618.0,667,26.0,0,0
3612,3612,3612,3612,01/10/2000,1,0,0,0,1000000.0,14182.0,907528,1,1000000,0,0,0,95.0,964969.0,65,55.0,1,0
3613,3613,3613,3613,01/10/2000,1,0,0,0,1000000.0,10455.0,934078,1,1000000,0,3,0,95.0,971111.0,266,38.0,0,1
3614,3614,3614,3614,01/10/2000,1,0,0,0,1000000.0,14091.0,887495,1,1000000,0,4,0,21.0,886506.0,466,59.0,1,1
3615,3615,3615,3615,01/10/2000,0,0,0,0,1000000.0,18500.0,886493,1,1000000,0,0,0,21.0,939504.0,267,39.0,0,0
3616,3616,3616,3616,01/10/2000,1,0,0,0,1000000.0,14182.0,1000557,1,1000000,0,0,0,95.0,967375.0,768,52.0,1,0
3617,3617,3617,3617,01/10/2000,1,0,0,0,1000000.0,7273.0,926490,1,1000000,0,4,0,95.0,844728.0,867,48.0,1,1
3618,3618,3618,3618,01/10/2000,1,0,0,0,1000000.0,10000.0,923119,1,1000000,0,5,0,21.0,1038302.0,166,35.0,0,1
3619,3619,3619,3619,01/10/2000,0,0,0,0,1000000.0,14182.0,907944,1,1000000,0,0,0,95.0,965450.0,565,61.0,1,0
3620,3620,3620,3620,01/10/2000,0,0,0,0,1000000.0,99636.0,458595,1,1000000,0,0,0,95.0,906618.0,167,59.0,1,0
3621,3621,3621,3621,01/10/2000,1,0,0,0,1000000.0,14182.0,909793,1,1000000,0,0,0,95.0,966977.0,873,44.0,1,0
3622,3622,3622,3622,01/10/2000,0,0,1,05/04/2001,1000000.0,25253.0,0,0,0,0,0,0,95.0,906618.0,875,42.0,0,0
3623,3623,3623,3623,01/10/2000,1,0,0,0,600000.0,16179.0,516428,1,600000,0,0,0,95.0,490334.0,465,25.0,1,0
3624,3624,3624,3624,01/10/2000,1,0,0,0,1000000.0,99636.0,458595,1,1000000,0,0,0,95.0,906618.0,167,59.0,1,0
3625,3625,3625,3625,01/10/2000,0,0,0,0,1000000.0,16318.0,903428,1,1000000,0,0,0,95.0,943334.0,566,40.0,0,0
3626,3626,3626,3626,01/10/2000,1,0,0,0,1000000.0,25253.0,977038,1,1000000,0,7,0,95.0,1139229.0,365,25.0,0,1
3627,3627,3627,3627,01/10/2000,1,0,0,0,1000000.0,14500.0,904451,1,1000000,0,0,0,95.0,922348.0,566,34.0,0,0
3628,3628,3628,3628,01/10/2000,0,0,0,0,1000000.0,59091.0,571371,1,1000000,0,0,0,95.0,381667.0,566,52.0,0,0
3629,3629,3629,3629,01/10/2000,0,0,0,0,1000000.0,13559.0,908570,1,1000000,0,0,0,95.0,972333.0,167,59.0,1,0
3630,3630,3630,3630,01/10/2000,1,0,0,0,1000000.0,10930.0,914800,1,1000000,0,2,0,95.0,951354.0,368,51.0,1,1
3631,3631,3631,3631,01/10/2000,1,0,0,0,900000.0,17227.0,742061,1,890000,0,0,0,95.0,775553.0,69,36.0,0,0
3632,3632,3632,3632,01/10/2000,1,0,0,0,1000000.0,14455.0,746210,1,700000,200000,2,0,95.0,990943.0,168,49.0,0,1
3633,3633,3633,3633,01/10/2000,1,0,0,0,1000000.0,40909.0,780098,1,1000000,0,0,0,95.0,654905.0,67,38.0,0,0
3634,3634,3634,3634,01/10/2000,1,0,0,0,1000000.0,14182.0,910277,1,1000000,0,0,0,95.0,964534.0,368,34.0,1,0
3635,3635,3635,3635,01/10/2000,1,0,0,0,1000000.0,14364.0,911389,1,1000000,0,0,0,95.0,943361.0,365,43.0,0,0
3636,3636,3636,3636,01/10/2000,0,0,0,0,1000000.0,20455.0,877071,1,1000000,0,0,0,95.0,860550.0,267,40.0,0,0
3637,3637,3637,3637,01/10/2000,1,0,0,0,1000000.0,14455.0,906250,1,1000000,0,0,0,95.0,961320.0,265,59.0,0,0
3638,3638,3638,3638,01/10/2000,1,0,0,0,500000.0,20000.0,417631,1,500000,100000,0,0,95.0,436671.0,67,48.0,0,0
3639,3639,3639,3639,01/10/2000,1,0,0,0,1000000.0,14182.0,907528,1,1000000,0,0,0,95.0,964969.0,565,53.0,1,0
3640,3640,3640,3640,01/10/2000,0,0,0,0,1000000.0,14182.0,909083,1,1000000,0,0,0,95.0,965181.0,665,27.0,1,0
3641,3641,3641,3641,01/10/2000,0,0,0,0,1000000.0,24545.0,654884,1,650000,400000,0,0,95.0,833420.0,367,58.0,0,0
3642,3642,3642,3642,01/10/2000,1,0,0,0,1000000.0,14182.0,904618,1,1000000,0,0,0,95.0,961601.0,768,49.0,1,0
3643,3643,3643,3643,01/10/2000,0,0,0,0,600000.0,25253.0,585689,1,600000,0,7,0,95.0,682966.0,566,55.0,0,1
3644,3644,3644,3644,01/10/2000,1,0,0,0,1000000.0,14545.0,907694,1,1000000,0,0,0,95.0,963264.0,566,37.0,0,0
3645,3645,3645,3645,01/10/2000,0,0,0,0,700000.0,14545.0,615171,1,700000,0,0,0,95.0,624256.0,566,34.0,0,0
3646,3646,3646,3646,01/10/2000,1,0,0,0,1000000.0,17191.0,903046,1,1000000,0,0,0,95.0,911757.0,665,34.0,1,0
3647,3647,3647,3647,01/10/2000,1,0,0,0,1000000.0,14545.0,907644,1,1000000,0,0,0,95.0,940632.0,67,49.0,0,0
3648,3648,3648,3648,01/10/2000,1,0,0,0,1000000.0,55136.0,817101,1,1000000,0,0,0,95.0,506152.0,872,33.0,1,0
3649,3649,3649,3649,01/10/2000,1,0,0,0,1000000.0,48636.0,820728,1,1000000,0,0,0,95.0,970575.0,876,43.0,0,0
3650,3650,3650,3650,01/10/2000,1,0,0,0,1000000.0,9091.0,931987,1,1000000,0,3,0,95.0,1024354.0,876,30.0,0,1
3651,3651,3651,3651,01/10/2000,1,0,0,0,1000000.0,16091.0,895436,1,1000000,0,0,0,95.0,942511.0,668,41.0,1,0
3652,3652,3652,3652,01/10/2000,1,0,0,0,1000000.0,16455.0,888879,1,1000000,0,0,0,95.0,938166.0,665,60.0,1,0
3653,3653,3653,3653,01/10/2000,1,0,0,0,1000000.0,14136.0,908543,1,1000000,0,0,0,95.0,947236.0,368,60.0,0,0
3654,3654,3654,3654,01/10/2000,0,0,0,0,1000000.0,27318.0,849568,1,1000000,0,0,0,95.0,813171.0,365,44.0,0,0
3655,3655,3655,3655,01/10/2000,1,0,0,0,1000000.0,14455.0,918021,1,1000000,0,2,0,95.0,963855.0,368,51.0,0,1
3656,3656,3656,3656,01/10/2000,1,0,0,0,1000000.0,12409.0,940874,1,1000000,0,3,0,95.0,988802.0,167,35.0,0,1
3657,3657,3657,3657,01/10/2000,1,0,0,0,1000000.0,14182.0,909192,1,1000000,0,0,0,95.0,966894.0,69,64.0,1,0
3658,3658,3658,3658,01/10/2000,1,0,1,23/01/2001,1000000.0,94136.0,184984,1,1000000,0,0,0,95.0,906618.0,69,66.0,0,0
3659,3659,3659,3659,01/10/2000,1,0,1,08/05/2001,1000000.0,99091.0,451405,1,1000000,0,0,0,21.0,906618.0,69,71.0,1,0
3660,3660,3660,3660,01/10/2000,0,0,0,0,1000000.0,14182.0,907944,1,1000000,0,0,0,95.0,965450.0,665,49.0,1,0
3661,3661,3661,3661,01/10/2000,1,0,1,11/05/2001,1000000.0,100136.0,550407,1,1000000,0,0,0,95.0,906618.0,665,49.0,1,0
3662,3662,3662,3662,01/10/2000,1,0,0,0,1000000.0,15091.0,902252,1,1000000,0,3,0,95.0,945940.0,169,27.0,1,1
3663,3663,3663,3663,01/10/2000,0,0,0,0,1000000.0,38182.0,800857,1,1000000,0,0,0,95.0,689230.0,665,52.0,1,0
3664,3664,3664,3664,01/10/2000,1,0,0,0,1000000.0,12727.0,909406,1,1000000,0,0,0,95.0,981528.0,366,34.0,1,0
3665,3665,3665,3665,01/10/2000,1,0,0,0,1000000.0,4499.0,945092,1,1000000,0,6,0,95.0,1079899.0,668,56.0,1,1
3666,3666,3666,3666,01/10/2000,1,0,0,0,1000000.0,16227.0,921684,1,1000000,0,2,0,95.0,944145.0,167,54.0,1,1
3667,3667,3667,3667,01/10/2000,1,0,0,0,1000000.0,14182.0,902120,1,1000000,0,0,0,95.0,958709.0,167,53.0,1,0
3668,3668,3668,3668,01/10/2000,0,0,0,0,1000000.0,14182.0,416747,1,500000,0,0,0,95.0,396201.0,369,21.0,1,0
3669,3669,3669,3669,01/10/2000,1,0,0,0,1000000.0,14182.0,926053,1,1000000,0,3,0,95.0,966934.0,267,45.0,0,1
3670,3670,3670,3670,01/10/2000,1,0,0,0,1000000.0,34909.0,809589,1,1000000,0,0,0,95.0,675462.0,267,56.0,0,0
3671,3671,3671,3671,01/10/2000,1,0,0,0,1000000.0,14227.0,907772,1,1000000,0,0,0,95.0,964968.0,167,59.0,1,0
3672,3672,3672,3672,01/10/2000,0,0,1,24/01/2001,1000000.0,96963.0,183364,1,1000000,0,0,0,21.0,906618.0,865,52.0,0,0
3673,3673,3673,3673,01/10/2000,1,0,0,0,1000000.0,23182.0,866279,1,1000000,0,0,0,95.0,821678.0,365,36.0,0,0
3674,3674,3674,3674,01/10/2000,0,0,0,0,1000000.0,14545.0,905988,1,1000000,0,0,0,95.0,956634.0,69,46.0,0,0
3675,3675,3675,3675,01/10/2000,0,0,0,0,1000000.0,20455.0,849384,1,1000000,0,0,0,95.0,845645.0,365,32.0,0,0
3676,3676,3676,3676,01/10/2000,0,0,0,0,1000000.0,13636.0,924762,1,1000000,0,4,0,95.0,976998.0,665,57.0,1,1
3677,3677,3677,3677,01/10/2000,0,0,0,0,1000000.0,14182.0,917002,1,1000000,0,0,0,95.0,965814.0,169,50.0,0,0
3678,3678,3678,3678,01/10/2000,1,0,0,0,1000000.0,16818.0,891107,1,1000000,0,0,0,95.0,933825.0,169,60.0,0,0
3679,3679,3679,3679,01/10/2000,1,0,0,0,1000000.0,25253.0,976040,1,1000000,0,7,0,95.0,1138068.0,367,43.0,0,1
3680,3680,3680,3680,01/10/2000,0,0,0,0,1000000.0,55518.0,832663,1,1000000,0,0,0,95.0,503289.0,872,29.0,1,0
3681,3681,3681,3681,01/10/2000,1,0,0,0,1000000.0,5455.0,948434,1,1000000,0,5,0,95.0,1072234.0,265,27.0,0,1
3682,3682,3682,3682,01/10/2000,0,0,0,0,1000000.0,12727.0,907680,1,1000000,0,0,0,95.0,980908.0,267,37.0,0,0
3683,3683,3683,3683,01/10/2000,1,0,0,0,1000000.0,20455.0,882921,1,1000000,0,0,0,95.0,863211.0,267,55.0,0,0
3684,3684,3684,3684,01/10/2000,1,0,0,0,1000000.0,14182.0,907944,1,1000000,0,0,0,95.0,965450.0,665,52.0,1,0
3685,3685,3685,3685,01/10/2000,1,0,0,0,1000000.0,14318.0,910662,1,1000000,0,0,0,95.0,963715.0,870,34.0,0,0
3686,3686,3686,3686,01/10/2000,0,0,0,0,1000000.0,24487.0,308320,1,200000,300000,4,0,95.0,274401.0,768,35.0,1,1
3687,3687,3687,3687,01/10/2000,1,0,0,0,1000000.0,17135.0,887336,1,1000000,0,0,0,95.0,929299.0,768,48.0,1,0
3688,3688,3688,3688,01/10/2000,1,0,0,0,1000000.0,15455.0,898704,1,1000000,0,0,0,95.0,949910.0,566,36.0,0,0
3689,3689,3689,3689,01/10/2000,1,0,0,0,1000000.0,12636.0,908685,1,1000000,0,0,0,95.0,932411.0,566,39.0,0,0
3690,3690,3690,3690,01/10/2000,0,0,0,0,1000000.0,23930.0,869169,1,1000000,0,0,0,95.0,855261.0,168,60.0,1,0
3691,3691,3691,3691,01/10/2000,1,0,0,0,1000000.0,20000.0,875911,1,1000000,100000,0,0,95.0,976615.0,566,47.0,0,0
3692,3692,3692,3692,01/10/2000,1,0,0,0,1000000.0,14000.0,1000949,1,1000000,0,0,0,95.0,981702.0,168,46.0,0,0
3693,3693,3693,3693,01/10/2000,1,0,0,0,1000000.0,16000.0,986990,1,1000000,0,0,0,95.0,959696.0,566,44.0,0,0
3694,3694,3694,3694,01/10/2000,1,0,0,0,1000000.0,23000.0,970236,1,1000000,0,0,0,95.0,847708.0,69,55.0,0,0
3695,3695,3695,3695,01/10/2000,1,0,0,0,1000000.0,15600.0,1000212,1,1000000,0,0,0,95.0,945399.0,468,57.0,0,0
3696,3696,3696,3696,01/10/2000,1,0,0,0,1000000.0,15600.0,995537,1,1000000,0,0,0,95.0,962082.0,65,48.0,1,0
3697,3697,3697,3697,01/10/2000,1,0,0,0,1000000.0,24000.0,953997,1,1000000,0,0,0,95.0,876440.0,766,51.0,0,0
3698,3698,3698,3698,01/10/2000,1,0,0,0,1000000.0,17000.0,730297,1,600000,380000,0,0,95.0,845524.0,765,59.0,0,0
3699,3699,3699,3699,01/10/2000,0,0,0,0,1000000.0,19850.0,979918,1,1000000,0,0,0,95.0,919342.0,468,32.0,0,0
3700,3700,3700,3700,01/10/2000,1,0,0,0,500000.0,11900.0,472089,1,500000,0,2,0,95.0,436655.0,69,36.0,0,1
3701,3701,3701,3701,01/10/2000,1,0,0,0,1000000.0,13750.0,1007712,1,1000000,0,2,0,95.0,944282.0,567,47.0,1,1
3702,3702,3702,3702,01/10/2000,0,0,0,0,1000000.0,16000.0,945243,1,990000,0,0,0,95.0,922402.0,365,37.0,0,0
3703,3703,3703,3703,01/10/2000,1,0,0,0,500000.0,15600.0,464775,1,500000,0,0,0,95.0,401183.0,565,39.0,1,0
3704,3704,3704,3704,01/10/2000,0,0,1,03/11/2000,500000.0,25253.0,0,0,0,0,0,0,0.0,906618.0,466,47.0,1,0
3705,3705,3705,3705,01/10/2000,0,0,0,0,1000000.0,17074.0,993800,1,1000000,0,0,0,95.0,949864.0,567,34.0,1,0
